customer_id,customer_name,segment,lifetime_orders,lifetime_value,lifetime_profit,lifetime_units,avg_discount,first_order,last_order,distinct_products,avg_order_value,profit_margin,tenure_days,recency_days,is_repeat,is_high_value,r_score,f_score,m_score,rfm_score,rfm_segment
TG-21640,Trudy Glocke,Consumer,4,2074.661,365.7205,50,0.13,2015-03-31,2018-09-07,10,518.66525,17.627964279465417,1256,115,True,False,2,2,3,7,Potential
ML-17755,Max Ludwig,Home Office,7,2071.9139999999998,409.51120000000003,53,0.1076923076923077,2017-08-04,2018-12-01,13,295.9877142857143,19.76487441081049,484,30,True,False,4,4,3,11,Loyal
RB-19705,Roger Barcio,Home Office,4,2067.45,243.07549999999998,22,0.1571428571428571,2016-08-22,2018-11-06,7,516.8625,11.757261360613317,806,55,True,False,3,2,3,8,Potential
TS-21430,Tom Stivers,Corporate,5,2054.14,48.70169999999999,31,0.15714285714285717,2015-07-30,2018-07-11,7,410.828,2.370904612149123,1077,173,True,False,2,3,3,8,Potential
AF-10870,Art Ferguson,Consumer,7,2052.908,317.9712,51,0.2,2016-12-06,2018-11-19,16,293.27257142857144,15.488818787787862,713,42,True,False,4,3,3,10,Loyal
CD-11920,Carlos Daly,Consumer,5,2033.968,426.661,35,0.044444444444444446,2015-03-24,2018-11-20,9,406.7936,20.97678036232625,1337,41,True,False,4,2,3,9,Potential
NF-18595,Nicole Fjeld,Home Office,7,2031.472,388.2131,55,0.11666666666666668,2015-04-19,2018-09-07,12,290.2102857142857,19.109940968913183,1237,115,True,False,2,4,3,9,Potential
DJ-13420,Denny Joy,Corporate,4,2012.52,483.03499999999997,20,0.0,2015-12-08,2017-04-02,5,503.13,24.001500606205152,481,638,True,False,1,1,3,5,At Risk
VB-21745,Victoria Brennan,Corporate,6,2005.596,371.2398,37,0.16999999999999998,2016-07-17,2018-11-06,10,334.266,18.510198464695783,842,55,True,False,3,3,3,9,Potential
HP-14815,Harold Pawlan,Home Office,7,1990.314,373.8637,44,0.3,2015-05-06,2018-11-30,10,284.33057142857143,18.78415667075647,1304,31,True,False,4,4,3,11,Loyal
DB-13615,Doug Bickford,Consumer,7,1989.05,438.80119999999994,41,0.14545454545454548,2015-09-30,2018-11-27,11,284.15,22.06084311606043,1154,34,True,False,4,3,3,10,Loyal
PG-18895,Paul Gonzalez,Consumer,9,1987.164,334.5163,61,0.09411764705882353,2015-05-11,2018-11-03,17,220.796,16.833854679331953,1272,58,True,False,3,5,3,11,Loyal
NB-18655,Nona Balk,Corporate,9,1972.599,117.6429,64,0.1735294117647059,2015-12-05,2018-12-11,17,219.17766666666665,5.9638527648042,1102,20,True,False,5,5,3,13,Champion
SW-20275,Scott Williamson,Consumer,6,1966.65,332.8725,28,0.028571428571428574,2015-03-10,2018-11-30,7,327.77500000000003,16.925863778506596,1361,31,True,False,4,3,3,10,Loyal
LD-17005,Lisa DeCherney,Consumer,4,1961.934,557.1714,25,0.028571428571428574,2015-09-29,2017-11-11,7,490.4835,28.399089877641142,774,415,True,False,1,1,3,5,At Risk
CB-12415,Christy Brittain,Consumer,8,1949.2,272.3883,44,0.3333333333333333,2016-11-05,2018-12-04,12,243.65,13.974363841576032,759,27,True,False,5,4,3,12,Loyal
TP-21565,Tracy Poddar,Corporate,4,1936.6399999999999,139.22869999999995,48,0.24,2016-03-01,2018-01-14,10,484.15999999999997,7.189188491407797,684,351,True,False,1,2,3,6,At Risk
JO-15280,Jas O'Carroll,Consumer,6,1934.272,202.13619999999997,36,0.17272727272727273,2015-03-31,2018-09-29,11,322.3786666666667,10.450246914601461,1278,93,True,False,3,3,3,9,Potential
JF-15355,Jay Fein,Consumer,6,1911.844,330.199,58,0.07500000000000001,2016-10-23,2018-09-16,16,318.6406666666667,17.271231334774175,693,106,True,False,2,3,3,8,Potential
ME-17725,Max Engle,Consumer,8,1908.4532,77.81280000000001,46,0.2246153846153846,2015-07-12,2018-12-02,13,238.55665,4.077270535111891,1239,29,True,False,4,4,3,11,Loyal
SV-20935,Susan Vittorini,Consumer,8,1903.491,106.8912,66,0.23076923076923078,2017-03-19,2018-12-28,13,237.936375,5.61553482522376,649,3,True,False,5,4,3,12,Loyal
KD-16345,Katherine Ducich,Consumer,6,1888.964,328.5942,36,0.13,2015-09-02,2018-11-19,10,314.82733333333334,17.39547180359181,1174,42,True,False,4,3,3,10,Loyal
GD-14590,Giulietta Dortch,Corporate,4,1888.07,230.93729999999996,25,0.13333333333333333,2015-05-05,2018-12-25,6,472.0175,12.231395022430311,1330,6,True,False,5,1,3,9,Potential
SG-20470,Sheri Gordon,Consumer,8,1884.798,-119.0105,62,0.15,2015-07-26,2018-06-30,14,235.59975,-6.3142310210431045,1070,184,True,False,2,4,3,9,Potential
LR-17035,Lisa Ryan,Corporate,5,1879.306,-382.8079,44,0.27499999999999997,2015-09-07,2018-08-20,12,375.8612,-20.36964177201584,1078,133,True,False,2,2,3,7,Potential
SC-20440,Shaun Chance,Corporate,7,1874.998,379.5611,44,0.27999999999999997,2016-08-17,2018-11-24,10,267.85685714285717,20.243280259498945,829,37,True,False,4,4,3,11,Loyal
BG-11695,Brooke Gillingham,Corporate,6,1874.172,107.5715,24,0.1375,2015-05-11,2018-11-24,8,312.362,5.739681309933133,1293,37,True,False,4,3,3,10,Loyal
SP-20650,Stephanie Phelps,Corporate,9,1872.4360000000001,268.4782,71,0.15333333333333332,2015-04-16,2017-12-09,15,208.04844444444447,14.338444678483004,968,387,True,False,1,5,3,9,Potential
NG-18355,Nat Gilpin,Corporate,5,1869.58,313.63349999999997,45,0.08750000000000001,2015-11-24,2018-11-12,16,373.916,16.775612704457686,1084,49,True,False,4,2,3,9,Potential
CD-12790,Cynthia Delaney,Home Office,5,1860.732,403.8422,49,0.02666666666666667,2015-02-02,2017-11-26,15,372.14639999999997,21.703404896567587,1028,400,True,False,1,2,3,6,At Risk
SN-20560,Skye Norling,Home Office,6,1860.418,-716.8565000000001,67,0.1733333333333333,2016-06-18,2018-09-10,15,310.06966666666665,-38.53201269822159,814,112,True,False,2,3,3,8,Potential
PR-18880,Patrick Ryan,Consumer,5,1840.178,247.6226,43,0.11666666666666668,2015-09-05,2018-11-24,12,368.03560000000004,13.456448234899016,1176,37,True,False,4,2,3,9,Potential
AJ-10945,Ashley Jarboe,Consumer,7,1839.24,521.1351999999999,40,0.04,2015-03-03,2018-10-06,10,262.74857142857144,28.334268502207433,1313,86,True,False,3,3,3,9,Potential
PC-18745,Pamela Coakley,Corporate,4,1832.064,272.685,22,0.22000000000000003,2015-12-31,2018-12-28,5,458.016,14.884032435548104,1093,3,True,False,5,2,3,10,Loyal
EG-13900,Emily Grady,Consumer,5,1832.02,104.2656,44,0.2,2016-11-02,2018-12-08,9,366.404,5.691291579786247,766,23,True,False,5,2,3,10,Loyal
PJ-19015,Pauline Johnson,Consumer,7,1824.2340000000002,682.9979000000001,25,0.08,2015-04-07,2018-08-18,10,260.60485714285716,37.440257116137516,1229,135,True,False,2,4,3,9,Potential
NC-18625,Noah Childs,Corporate,5,1821.742,-359.02099999999996,29,0.24444444444444446,2015-10-29,2018-06-09,9,364.34839999999997,-19.707565615767763,954,205,True,False,2,2,3,7,Potential
JM-15265,Janet Molinari,Corporate,5,1804.146,502.6143,52,0.13846153846153847,2015-08-25,2018-11-23,13,360.8292,27.85884845239798,1186,38,True,False,4,2,3,9,Potential
JB-15400,Jennifer Braxton,Corporate,10,1791.605,156.05319999999998,43,0.20625000000000002,2015-09-14,2018-12-23,16,179.1605,8.710245841019642,1196,8,True,False,5,5,3,13,Champion
AA-10480,Andrew Allen,Consumer,4,1790.5120000000002,435.8274,36,0.016666666666666666,2015-05-04,2018-04-15,12,447.62800000000004,24.340937117427863,1077,260,True,False,1,1,3,5,At Risk
CC-12100,Chad Cunningham,Home Office,6,1770.945,208.5912,46,0.21538461538461537,2015-12-16,2017-09-29,13,295.15749999999997,11.778525024774908,653,458,True,False,1,3,3,7,Potential
DS-13030,Darrin Sayre,Home Office,4,1762.213,193.3319,54,0.1394736842105263,2015-07-09,2018-09-28,19,440.55325,10.970972294495613,1177,94,True,False,3,1,3,7,Potential
MF-18250,Monica Federle,Corporate,5,1758.3,456.86080000000004,38,0.06666666666666667,2015-09-15,2018-12-23,12,351.65999999999997,25.983097309901616,1195,8,True,False,5,2,3,10,Loyal
AH-10030,Aaron Hawkins,Corporate,7,1744.7,365.2152,54,0.09090909090909091,2015-04-22,2018-12-18,11,249.24285714285716,20.932836590817907,1336,13,True,False,5,3,3,11,Loyal
LH-17155,Logan Haushalter,Consumer,9,1739.689,316.5202,44,0.07894736842105263,2015-12-12,2017-12-10,19,193.2987777777778,18.19406802020361,729,386,True,False,1,5,3,9,Potential
BW-11200,Ben Wallace,Consumer,6,1738.406,246.9973,49,0.15,2015-08-12,2018-06-10,10,289.7343333333333,14.208263202036807,1033,204,True,False,2,3,2,7,Potential
VT-21700,Valerie Takahito,Home Office,2,1736.596,-224.08889999999997,42,0.3333333333333333,2015-06-06,2016-04-05,9,868.298,-12.903916627701548,304,1000,True,False,1,1,2,4,At Risk
AH-10120,Adrian Hane,Home Office,7,1735.5140000000001,-2.3145999999999773,65,0.23750000000000002,2015-07-18,2018-10-31,16,247.93057142857145,-0.13336682965392255,1201,61,True,False,3,3,2,8,Potential
MV-18190,Mike Vittorini,Consumer,7,1734.574,273.8582,37,0.08636363636363636,2015-01-30,2018-12-11,11,247.79628571428572,15.788210822945576,1411,20,True,False,5,4,2,11,Loyal
JM-15535,Jessica Myrick,Consumer,7,1733.443,356.5395,46,0.09,2015-09-13,2018-09-19,10,247.6347142857143,20.568285198878762,1102,103,True,False,3,4,2,9,Potential
BE-11455,Brad Eason,Home Office,6,1727.652,139.20080000000002,40,0.14615384615384613,2016-08-02,2018-04-20,13,287.942,8.057224487338885,626,255,True,False,1,3,2,6,At Risk
DB-13405,Denny Blanton,Consumer,4,1711.692,438.9092,62,0.028571428571428574,2016-08-08,2018-06-26,14,427.923,25.64183275963199,687,188,True,False,2,1,2,5,At Risk
JP-16135,Julie Prescott,Home Office,9,1707.71,309.7116,47,0.15384615384615385,2015-09-23,2018-09-19,12,189.74555555555557,18.136076968571945,1092,103,True,False,3,5,2,10,Loyal
TZ-21580,Tracy Zic,Consumer,4,1707.286,224.8887,30,0.08888888888888889,2015-11-11,2018-11-25,9,426.8215,13.172292164288818,1110,36,True,False,4,2,2,8,Potential
BP-11155,Becky Pak,Consumer,6,1697.8609999999999,647.3847000000001,32,0.0818181818181818,2016-06-04,2018-10-02,11,282.97683333333333,38.12942873415434,850,90,True,False,3,3,2,8,Potential
DK-12985,Darren Koutras,Consumer,5,1687.04,-107.35379999999998,32,0.1625,2015-11-24,2018-12-23,8,337.408,-6.363441293626707,1125,8,True,False,5,2,2,9,Potential
MO-17800,Meg O'Connel,Home Office,8,1687.0269999999998,169.34369999999998,49,0.16363636363636364,2016-09-17,2018-09-17,11,210.87837499999998,10.037995835277089,730,105,True,False,2,4,2,8,Potential
RA-19945,Ryan Akin,Consumer,5,1686.9225,-445.695,27,0.31666666666666665,2015-08-29,2018-10-30,9,337.3845,-26.4205972710661,1158,62,True,False,3,2,2,7,Potential
KE-16420,Katrina Edelman,Corporate,8,1686.7312,397.87989999999996,67,0.21466666666666667,2015-04-03,2018-12-04,15,210.8414,23.588814862735685,1341,27,True,False,5,4,2,11,Loyal
CA-12055,Cathy Armstrong,Home Office,5,1679.7240000000002,211.2559,49,0.3,2016-09-05,2017-11-24,10,335.94480000000004,12.57682214459042,445,402,True,False,1,2,2,5,At Risk
CM-11815,Candace McMahon,Corporate,6,1673.888,214.463,38,0.12000000000000002,2015-11-14,2018-08-21,10,278.98133333333334,12.812267009501232,1011,132,True,False,2,3,2,7,Potential
JP-15460,Jennifer Patt,Corporate,7,1669.135,429.7465,54,0.14,2015-08-24,2018-11-23,15,238.44785714285715,25.746659197728167,1187,38,True,False,4,4,2,10,Loyal
CM-12115,Chad McGuire,Consumer,4,1661.6100000000001,409.0679,35,0.028571428571428574,2016-03-29,2018-12-22,7,415.40250000000003,24.618767340109894,998,9,True,False,5,1,2,8,Potential
CC-12475,Cindy Chapman,Consumer,9,1659.438,154.851,40,0.16153846153846155,2015-05-16,2018-11-21,13,184.382,9.331532723729358,1285,40,True,False,4,5,2,11,Loyal
EB-13975,Erica Bern,Corporate,4,1643.255,162.8781,18,0.2833333333333333,2017-01-04,2018-12-30,6,410.81375,9.911918722292034,725,1,True,False,5,1,2,8,Potential
AP-10720,Anne Pryor,Home Office,8,1638.554,285.7888,85,0.1631578947368421,2015-03-03,2018-11-19,19,204.81925,17.441524661378264,1357,42,True,False,4,4,2,10,Loyal
AZ-10750,Annie Zypern,Consumer,6,1622.0179999999998,154.9503,40,0.125,2015-03-17,2018-07-23,12,270.3363333333333,9.552933444635018,1224,161,True,False,2,3,2,7,Potential
MS-17710,Maurice Satty,Consumer,6,1613.402,247.4348,48,0.22,2015-03-24,2017-11-12,15,268.9003333333333,15.336215028864473,964,414,True,False,1,3,2,6,At Risk
TB-21250,Tim Brockman,Consumer,7,1602.376,260.6155,74,0.2473684210526316,2015-12-08,2018-01-15,19,228.91085714285714,16.26431624038303,769,350,True,False,1,4,2,7,Potential
CR-12730,Craig Reiter,Consumer,4,1600.55,306.9176,18,0.26666666666666666,2015-08-20,2018-10-13,6,400.1375,19.175758333073006,1150,79,True,False,3,1,2,6,At Risk
AH-10195,Alan Haines,Corporate,4,1587.452,-378.5509,28,0.35,2016-03-05,2018-11-05,8,396.863,-23.846447010681267,975,56,True,False,3,1,2,6,At Risk
BF-11215,Benjamin Farhat,Home Office,4,1585.162,523.2133,48,0.05,2015-11-09,2018-10-26,8,396.2905,33.00692926022703,1082,66,True,False,3,1,2,6,At Risk
CK-12760,Cyma Kinney,Corporate,9,1582.109,-338.4311,64,0.15,2015-02-07,2018-10-09,14,175.78988888888887,-21.391136767441434,1340,83,True,False,3,5,2,10,Loyal
MC-18130,Mike Caudle,Corporate,5,1581.9979999999998,121.7565,34,0.05454545454545456,2015-09-19,2017-12-26,11,316.39959999999996,7.696375090233996,829,370,True,False,1,2,2,5,At Risk
JL-15175,James Lanier,Home Office,5,1571.523,209.2817,29,0.21428571428571427,2015-12-31,2018-12-24,7,314.3046,13.317126125421009,1089,7,True,False,5,2,2,9,Potential
KB-16315,Karl Braun,Consumer,9,1569.464,49.71929999999999,62,0.19545454545454544,2015-08-26,2018-03-09,22,174.3848888888889,3.167915925436964,926,297,True,False,1,5,2,8,Potential
GB-14530,George Bell,Corporate,11,1568.44,7.837100000000003,62,0.16999999999999998,2015-04-28,2018-10-29,19,142.58545454545455,0.49967483614291924,1280,63,True,False,3,5,2,10,Loyal
ON-18715,Odella Nelson,Corporate,9,1567.52,-5.88900000000001,58,0.16,2015-09-13,2017-11-15,15,174.1688888888889,-0.3756889864244163,794,411,True,False,1,5,2,8,Potential
MV-17485,Mark Van Huff,Consumer,9,1560.05,189.0258,52,0.24000000000000002,2015-01-20,2018-12-03,15,173.33888888888887,12.116650107368354,1413,28,True,False,4,5,2,11,Loyal
MB-17305,Maria Bertelson,Consumer,10,1548.702,212.425,63,0.17368421052631577,2015-08-08,2018-11-12,19,154.8702,13.716325025731226,1192,49,True,False,4,5,2,11,Loyal
BD-11620,Brian DeCherney,Consumer,6,1538.11,206.75689999999997,27,0.17500000000000002,2015-06-30,2018-10-22,8,256.35166666666663,13.442270058708413,1210,70,True,False,3,3,2,8,Potential
CH-12070,Cathy Hwang,Home Office,3,1537.236,195.15109999999999,13,0.15000000000000002,2016-06-25,2017-02-08,4,512.412,12.694934284651152,228,691,True,False,1,1,2,4,At Risk
BD-11725,Bruce Degenhardt,Consumer,6,1526.5,333.9791,29,0.02,2016-07-03,2018-09-28,10,254.41666666666666,21.878748771699968,817,94,True,False,3,3,2,8,Potential
BV-11245,Benjamin Venier,Corporate,5,1523.2730000000001,315.2214,49,0.09285714285714285,2016-03-26,2018-01-30,14,304.6546,20.693690494087402,675,335,True,False,1,2,2,5,At Risk
KA-16525,Kelly Andreada,Consumer,7,1519.506,234.9194,57,0.05454545454545456,2015-03-11,2018-11-24,11,217.07228571428573,15.460248264896617,1354,37,True,False,4,4,2,10,Loyal
AB-10600,Ann Blume,Corporate,4,1515.862,-274.9604,38,0.375,2015-11-18,2018-11-10,8,378.9655,-18.138880716054626,1088,51,True,False,4,1,2,7,Potential
JG-15805,John Grady,Corporate,6,1507.018,206.1019,46,0.06666666666666668,2015-04-05,2018-05-21,9,251.16966666666667,13.676140563682715,1142,224,True,False,2,3,2,7,Potential
DL-12865,Dan Lawera,Consumer,8,1503.112,322.2449,51,0.15,2015-06-29,2018-09-21,14,187.889,21.43851555971877,1180,101,True,False,3,4,2,9,Potential
ZD-21925,Zuschuss Donatelli,Consumer,5,1493.944,249.1307,32,0.1111111111111111,2015-08-27,2018-06-11,9,298.7888,16.676040065758823,1019,203,True,False,2,3,2,7,Potential
CM-12190,Charlotte Melton,Consumer,6,1475.144,91.2033,21,0.07142857142857142,2016-09-18,2018-12-22,7,245.85733333333334,6.1826709799178925,825,9,True,False,5,3,2,10,Loyal
LE-16810,Laurel Elliston,Consumer,6,1469.45,161.76489999999998,32,0.2555555555555556,2015-05-27,2018-12-09,9,244.90833333333333,11.008533805165197,1292,22,True,False,5,3,2,10,Loyal
TB-21055,Ted Butterfield,Consumer,5,1467.881,390.2113,66,0.05555555555555555,2017-06-17,2018-09-02,18,293.57620000000003,26.583306139939133,442,120,True,False,2,2,2,6,At Risk
PN-18775,Parhena Norris,Home Office,8,1467.152,192.0396,47,0.12307692307692308,2016-08-07,2018-11-30,13,183.394,13.089277729914828,845,31,True,False,4,4,2,10,Loyal
RK-19300,Ralph Kennedy,Consumer,3,1460.192,269.688,29,0.07500000000000001,2016-07-20,2018-09-02,8,486.73066666666665,18.4693519756306,774,120,True,False,2,1,2,5,At Risk
BN-11515,Bradley Nguyen,Consumer,5,1459.344,340.7054,79,0.023529411764705882,2015-03-17,2018-12-21,17,291.8688,23.346476224933944,1375,10,True,False,5,2,2,9,Potential
DL-13315,Delfina Latchford,Consumer,8,1458.258,288.8732,74,0.1823529411764706,2015-01-16,2018-12-08,17,182.28225,19.8094713006889,1422,23,True,False,5,4,2,11,Loyal
PB-19150,Philip Brown,Consumer,8,1456.95,280.6606,54,0.1272727272727273,2015-07-14,2018-09-24,11,182.11875,19.263571158927896,1168,98,True,False,3,4,2,9,Potential
AG-10525,Andy Gerbode,Corporate,4,1455.038,-152.7613,33,0.15555555555555556,2015-08-09,2016-09-07,9,363.7595,-10.498784224192082,395,845,True,False,1,1,2,4,At Risk
RM-19375,Raymond Messe,Consumer,6,1453.474,392.1499,29,0.044444444444444446,2015-05-11,2018-01-19,9,242.24566666666666,26.980179900018854,984,346,True,False,1,3,2,6,At Risk
PK-18910,Paul Knutson,Home Office,2,1441.152,-798.705,14,0.3666666666666667,2015-04-04,2017-09-03,3,720.576,-55.4212879696243,883,484,True,False,1,1,2,4,At Risk
TD-20995,Tamara Dahlen,Consumer,9,1434.5480000000002,88.1897,67,0.24375000000000002,2015-05-19,2018-11-23,16,159.39422222222225,6.147560067700766,1284,38,True,False,4,5,2,11,Loyal
JW-16075,Julia West,Consumer,4,1428.731,154.06369999999998,38,0.32857142857142857,2016-03-21,2017-09-25,7,357.18275,10.78325451047118,553,462,True,False,1,1,2,4,At Risk
MB-18085,Mick Brown,Consumer,7,1428.231,117.8057,39,0.2,2015-01-05,2018-11-16,10,204.033,8.248364585280672,1411,45,True,False,4,4,2,10,Loyal
TT-21220,Thomas Thornton,Consumer,8,1427.0439999999999,278.7371,55,0.21333333333333335,2015-09-23,2018-06-30,14,178.38049999999998,19.53248112882294,1011,184,True,False,2,4,2,8,Potential
CA-12310,Christine Abelman,Corporate,4,1421.954,246.02179999999998,25,0.11818181818181818,2015-07-19,2018-12-17,11,355.4885,17.30167079947734,1247,14,True,False,5,1,2,8,Potential
RD-19720,Roger Demir,Consumer,10,1419.737,207.3304,78,0.1575,2015-07-20,2018-12-09,20,141.9737,14.60343711546575,1238,22,True,False,5,5,2,12,Loyal
NL-18310,Nancy Lomonaco,Home Office,4,1418.0900000000001,343.6381,44,0.06000000000000001,2015-10-31,2018-11-02,10,354.52250000000004,24.232460563151843,1098,59,True,False,3,2,2,7,Potential
JS-15595,Jill Stevenson,Corporate,4,1417.654,-175.54899999999998,35,0.3125,2015-03-03,2018-09-02,8,354.4135,-12.383063850558738,1279,120,True,False,2,1,2,5,At Risk
PM-18940,Paul MacIntyre,Consumer,3,1405.402,157.8768,16,0.15,2015-05-04,2017-12-09,4,468.46733333333333,11.233568758262761,950,387,True,False,1,1,2,4,At Risk
GA-14725,Guy Armstrong,Consumer,11,1398.382,136.70790000000002,79,0.17954545454545456,2015-02-11,2018-12-25,22,127.12563636363637,9.776148434404906,1413,6,True,False,5,5,2,12,Loyal
CR-12820,Cyra Reiten,Home Office,3,1397.8724,83.27029999999999,26,0.13142857142857142,2016-01-24,2018-10-06,7,465.9574666666667,5.95693140518405,986,86,True,False,3,1,2,6,At Risk
NG-18430,Nathan Gelder,Consumer,5,1395.9379999999999,217.0893,41,0.1111111111111111,2015-11-24,2018-11-12,9,279.1876,15.551500138258293,1084,49,True,False,4,2,2,8,Potential
JE-15475,Jeremy Ellison,Consumer,6,1388.682,276.2197,49,0.18461538461538465,2016-03-16,2018-06-20,13,231.447,19.890781330787032,826,194,True,False,2,3,2,7,Potential
TB-21595,Troy Blackwell,Consumer,5,1387.559,-136.4091,29,0.2714285714285714,2015-02-18,2018-03-20,7,277.5118,-9.830868453161271,1126,286,True,False,1,2,2,5,At Risk
FG-14260,Frank Gastineau,Home Office,7,1383.144,394.73969999999997,48,0.11818181818181818,2015-05-21,2018-11-26,11,197.592,28.53930610261838,1285,35,True,False,4,3,2,9,Potential
DM-13525,Don Miller,Corporate,3,1376.792,199.7688,33,0.16999999999999998,2015-07-05,2017-09-05,10,458.93066666666664,14.50972986478713,793,482,True,False,1,1,2,4,At Risk
GH-14485,Gene Hale,Corporate,2,1361.2440000000001,-95.4498,15,0.4666666666666666,2016-10-08,2017-12-08,3,680.6220000000001,-7.011953771697065,426,388,True,False,1,1,2,4,At Risk
SB-20170,Sarah Bern,Consumer,3,1348.02,157.6658,24,0.18571428571428572,2015-06-06,2018-06-12,7,449.34,11.696102431714662,1102,202,True,False,2,1,2,5,At Risk
LM-17065,Liz MacKendrick,Consumer,5,1346.774,-44.87799999999999,32,0.05714285714285715,2015-06-27,2017-12-04,7,269.35479999999995,-3.3322591615222747,891,392,True,False,1,2,2,5,At Risk
MG-17695,Maureen Gnade,Consumer,3,1342.282,-398.79319999999996,23,0.2571428571428572,2015-12-26,2017-06-23,7,447.4273333333333,-29.71009072609183,545,556,True,False,1,1,2,4,At Risk
SJ-20215,Sarah Jordon,Consumer,6,1341.036,-23.5137,35,0.37,2016-02-09,2018-12-01,9,223.506,-1.7533981190661545,1026,30,True,False,4,3,2,9,Potential
BM-11785,Bryan Mills,Consumer,10,1338.842,137.7439,44,0.25,2015-06-06,2018-05-26,14,133.88420000000002,10.288286444554323,1085,219,True,False,2,5,2,9,Potential
BF-11005,Barry Franz,Home Office,4,1333.88,-291.38109999999995,26,0.18,2015-09-25,2018-11-21,10,333.47,-21.84462620325666,1153,40,True,False,4,1,2,7,Potential
SS-20140,Saphhira Shifley,Corporate,8,1324.028,332.3487,86,0.11428571428571428,2015-11-23,2018-12-15,21,165.5035,25.101334714975813,1118,16,True,False,5,4,2,11,Loyal
DM-12955,Dario Medina,Corporate,7,1322.034,108.7583,28,0.16666666666666666,2015-09-30,2018-09-07,9,188.86200000000002,8.226588726159841,1073,115,True,False,2,3,2,7,Potential
MT-18070,Michelle Tran,Home Office,4,1319.4498,-23.676300000000005,44,0.2427272727272727,2015-09-25,2018-06-10,11,329.86245,-1.7944070323857717,989,204,True,False,2,2,2,6,At Risk
SJ-20500,Shirley Jackson,Consumer,5,1318.776,68.09629999999999,30,0.14285714285714285,2015-08-31,2018-04-21,7,263.7552,5.1635986702821395,964,254,True,False,1,2,2,5,At Risk
MM-17260,Magdelene Morse,Consumer,4,1314.023,178.402,17,0.13333333333333333,2015-05-28,2018-07-15,6,328.50575,13.57677909747394,1144,169,True,False,2,2,2,6,At Risk
SP-20545,Sibella Parks,Corporate,6,1306.086,-118.77570000000001,43,0.26,2015-10-13,2018-02-06,10,217.681,-9.094018311198498,847,328,True,False,1,3,2,6,At Risk
MC-17575,Matt Collins,Consumer,8,1303.893,210.7493,40,0.29090909090909095,2015-12-02,2018-12-03,11,162.986625,16.16308240016627,1097,28,True,False,4,4,2,10,Loyal
EK-13795,Eileen Kiefer,Home Office,4,1303.478,97.10659999999999,18,0.0875,2015-03-18,2018-11-16,4,325.8695,7.449807361535828,1339,45,True,False,4,1,2,7,Potential
Co-12640,Corey-Lock,Consumer,5,1300.076,205.62820000000002,30,0.175,2015-06-20,2017-06-29,8,260.0152,15.81662918167861,740,550,True,False,1,2,2,5,At Risk
DO-13435,Denny Ordway,Consumer,9,1300.0315,-38.90860000000001,48,0.15769230769230771,2015-10-03,2018-08-19,13,144.44794444444446,-2.9928967105797057,1051,134,True,False,2,5,2,9,Potential
HR-14770,Hallie Redmond,Home Office,5,1299.288,185.5794,38,0.04615384615384616,2015-03-01,2018-12-17,13,259.8576,14.283161239078634,1387,14,True,False,5,2,2,9,Potential
GR-14560,Georgia Rosenberg,Corporate,2,1284.38,359.83320000000003,23,0.0,2015-11-19,2015-11-21,5,642.19,28.01610115386412,2,1136,True,False,1,1,2,4,At Risk
CS-11845,Cari Sayre,Corporate,5,1278.954,185.3776,22,0.275,2015-12-14,2018-09-30,8,255.7908,14.494469699457527,1021,92,True,False,3,2,2,7,Potential
PS-18970,Paul Stevenson,Home Office,8,1278.639,198.5099,52,0.05384615384615384,2015-04-15,2018-10-22,13,159.829875,15.525093478299972,1286,70,True,False,3,4,2,9,Potential
SV-20815,Stuart Van,Corporate,4,1271.0900000000001,199.6502,24,0.19999999999999998,2016-05-04,2018-10-15,6,317.77250000000004,15.707007371625927,894,77,True,False,3,2,2,7,Potential
DO-13645,Doug O'Connell,Consumer,7,1267.316,294.0676,36,0.09090909090909091,2016-11-07,2018-12-04,10,181.04514285714285,23.2039680711046,757,27,True,False,5,3,2,10,Loyal
CL-11890,Carl Ludwig,Consumer,4,1262.0140000000001,328.0847,24,0.05714285714285715,2015-07-26,2018-09-15,7,315.50350000000003,25.996914455782576,1147,107,True,False,2,1,2,5,At Risk
LW-17125,Liz Willingham,Consumer,3,1259.04,192.6312,15,0.0,2015-09-11,2018-06-08,5,419.68,15.299847502859324,1001,206,True,False,2,1,2,5,At Risk
ME-18010,Michelle Ellison,Corporate,4,1256.944,107.3604,15,0.16666666666666666,2015-07-21,2018-09-29,6,314.236,8.541382909660255,1166,93,True,False,3,2,2,7,Potential
GM-14500,Gene McClure,Consumer,10,1255.682,441.3185,53,0.11538461538461539,2015-08-09,2018-09-15,13,125.5682,35.14572160785931,1133,107,True,False,2,5,2,9,Potential
SC-20680,Steve Carroll,Home Office,6,1254.64,370.1578,26,0.0,2015-11-21,2018-08-26,8,209.10666666666668,29.503108461391314,1009,127,True,False,2,3,2,7,Potential
MH-17620,Matt Hagelstein,Corporate,4,1252.8,122.3612,19,0.23333333333333336,2016-12-05,2018-07-28,6,313.2,9.767017879948915,600,156,True,False,2,2,2,6,At Risk
ER-13855,Elpida Rittenbach,Corporate,3,1245.788,-295.7398,27,0.2,2016-12-21,2017-11-04,5,415.2626666666667,-23.73917552585191,318,422,True,False,1,1,2,4,At Risk
